UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
122755,"R",5742,"R",2110,"A",.,"R",5742,"R",2110,"A",.,"R",17622,"R",2110,"R",396,"R",7176,"R",2110,"A",.,"R",7176,"R",2110,"A",.,"R",16680,"R",2110,"R",396,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5472,"R",1946,"R",7418,"R",5742,"R",1979,"R",7721,"R",5742,"R",2054,"R",7796,"R",5742,"R",2110,"R",7852,.,.,"R",5472,"R",1946,"R",7418,"R",5742,"R",1979,"R",7721,"R",5742,"R",2054,"R",7796,"R",5742,"R",2110,"R",7852,.,.,"R",16632,"R",1946,"R",18578,"R",17622,"R",1979,"R",19601,"R",17622,"R",2054,"R",19676,"R",17622,"R",2110,"R",19732,.,.,"R",1899,"R",1948,"R",2002,"R",2058,"R",14867,"R",15594,"R",16442,"R",16946,"R",2855,"R",2903,"R",2953,"R",3209,"R",13882,"R",14502,"R",15151,"R",16189,"R",2925,"R",2974,"R",3025,"R",3283,"R",2965,"R",3015,"R",3067,"R",3325
122791,"R",1362,"R",72,"R",46,"R",1362,"R",72,"R",46,"R",9006,"R",88,"R",265,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1344,"R",56,"R",1400,"R",1360,"R",56,"R",1416,"R",1288,"R",72,"R",1360,"R",1362,"R",72,"R",1434,.,.,"R",1344,"R",56,"R",1400,"R",1360,"R",56,"R",1416,"R",1288,"R",72,"R",1360,"R",1362,"R",72,"R",1434,.,.,"R",6244,"R",56,"R",6300,"R",6608,"R",56,"R",6664,"R",6384,"R",1360,"R",7744,"R",9006,"R",88,"R",9094,.,.,"R",1791,"R",1854,"R",1854,"R",1971,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12492,"R",14409,"R",17281,"R",19609,"R",4158,"R",4374,"R",4239,"R",5274,"R",4284,"R",4239,"R",4374,"R",4698
122834,"R",11558,"R",100,"A",.,"R",11558,"R",100,"A",.,"R",11558,"R",100,"A",.,"R",7920,"R",0,"A",.,"R",7920,"Z",0,"A",.,"R",7920,"Z",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13519,"R",100,"R",13619,"R",9900,"R",100,"R",10000,"R",11558,"R",100,"R",11658,"R",11558,"R",100,"R",11658,.,.,"R",13519,"R",100,"R",13619,"R",9900,"R",100,"R",10000,"R",11558,"R",100,"R",11658,"R",11558,"R",100,"R",11658,.,.,"R",13519,"R",100,"R",13619,"R",9900,"R",100,"R",10000,"R",11558,"R",100,"R",11658,"R",11558,"R",100,"R",11658,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9716,"R",11816,"R",10717,"R",11732,"R",3430,"R",4512,"R",3976,"R",4795,"R",3528,"R",4632,"R",4067,"R",4347
122852,"R",11558,"R",100,"A",.,"R",11558,"R",100,"A",.,"R",11558,"R",100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13519,"R",100,"R",13619,"R",9900,"R",100,"R",10000,"R",11558,"R",100,"R",11658,"R",11558,"R",100,"R",11658,.,.,"R",13519,"R",100,"R",13619,"R",9900,"R",100,"R",10000,"R",11558,"R",100,"R",11658,"R",11558,"R",100,"R",11658,.,.,"R",13519,"R",100,"R",13619,"R",9900,"R",100,"R",10000,"R",11558,"R",100,"R",11658,"R",11558,"R",100,"R",11658,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9716,"R",11816,"R",10717,"R",11732,"R",3430,"R",4512,"R",3976,"R",4795,"R",3528,"R",4632,"R",4067,"R",4347
122889,"R",1380,"R",86,"R",46,"R",1380,"R",86,"R",46,"R",8140,"R",86,"R",266,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1288,"R",86,"R",1374,"R",1288,"R",86,"R",1374,"R",1288,"R",86,"R",1374,"R",1288,"R",86,"R",1374,.,.,"R",1288,"R",86,"R",1374,"R",1288,"R",86,"R",1374,"R",1288,"R",86,"R",1374,"R",1288,"R",86,"R",1374,.,.,"R",8240,"R",86,"R",8326,"R",8240,"R",86,"R",8326,"R",8240,"R",86,"R",8326,"R",8240,"R",86,"R",8326,.,.,"R",1680,"R",1680,"R",1680,"R",1680,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11950,"R",11950,"R",11950,"R",11950,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000
122931,"R",52998,"R",636,"R",1472,"R",52998,"R",636,"R",1472,"R",52998,"R",636,"R",1472,"R",25056,"R",0,"R",1044,"R",25056,"Z",0,"R",1044,"R",25056,"Z",0,"R",1044,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",56280,"R",0,"R",56280,"R",0,"R",47112,"R",0,"R",47112,"R",49233,"R",625,"R",49858,"R",51081,"R",630,"R",51711,"R",52998,"R",636,"R",53634,.,.,"R",47112,"R",0,"R",47112,"R",49233,"R",625,"R",49858,"R",51081,"R",630,"R",51711,"R",52998,"R",636,"R",53634,.,.,"R",47112,"R",0,"R",47112,"R",49233,"R",625,"R",49858,"R",51081,"R",630,"R",51711,"R",52998,"R",636,"R",53634,.,.,"R",1791,"R",1854,"R",1917,"R",1971,"R",13965,"R",14487,"R",14910,"R",15507,"R",3168,"R",3240,"R",3240,"R",3717,"R",12492,"R",13293,"R",13779,"R",15084,"R",4158,"R",4239,"R",4248,"R",5274,"R",4284,"R",4374,"R",4365,"R",4698
122977,"R",1104,"R",40,"R",46,"R",1104,"R",40,"R",46,"R",8880,"R",40,"R",370,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1104,"R",38,"R",1142,"R",1104,"R",38,"R",1142,"R",1104,"R",38,"R",1142,"R",1104,"R",40,"R",1144,.,.,"R",1104,"R",38,"R",1142,"R",1104,"R",38,"R",1142,"R",1104,"R",38,"R",1142,"R",1104,"R",40,"R",1144,.,.,"R",8040,"R",38,"R",8078,"R",8520,"R",38,"R",8558,"R",8880,"R",38,"R",8918,"R",8800,"R",40,"R",8840,.,.,"R",1656,"R",1746,"R",1746,"R",1746,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11556,"R",11556,"R",11556,"R",11556,"R",4262,"R",4262,"R",4262,"R",4262,"R",4262,"R",4262,"R",4262,"R",4262
123013,"R",1282,"R",42,"R",46,"R",1282,"R",42,"R",46,"R",8128,"R",42,"R",376,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1280,"R",38,"R",1318,"R",1242,"R",40,"R",1282,"R",1282,"R",46,"R",1328,"R",1282,"R",42,"R",1324,.,.,"R",1280,"R",38,"R",1318,"R",1242,"R",40,"R",1282,"R",1282,"R",46,"R",1328,"R",1282,"R",42,"R",1324,.,.,"R",7328,"R",38,"R",7366,"R",7288,"R",40,"R",7328,"R",8128,"R",46,"R",8174,"R",8128,"R",42,"R",8170,.,.,"R",1792,"R",1854,"R",1918,"R",1972,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12492,"R",13293,"R",13780,"R",15084,"R",4158,"R",4374,"R",4250,"R",5274,"R",4286,"R",4239,"R",4360,"R",4698
123095,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",23589,"R",3900,"R",1470,"R",23589,"R",3900,"R",1470,"R",23589,"R",3900,"R",1470,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
123165,"R",56970,"R",218,"R",1780,"R",56970,"R",218,"R",1780,"R",56970,"R",218,"R",1780,"R",41286,"R",0,"R",1720,"R",41286,"Z",0,"R",1720,"R",41286,"Z",0,"R",1720,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",50766,"R",216,"R",50982,"R",52748,"R",218,"R",52966,"R",54806,"R",218,"R",55024,"R",56970,"R",218,"R",57188,.,.,"R",50766,"R",216,"R",50982,"R",52748,"R",218,"R",52966,"R",54806,"R",218,"R",55024,"R",56970,"R",218,"R",57188,.,.,"R",50766,"R",216,"R",50982,"R",52748,"R",218,"R",52966,"R",54806,"R",218,"R",55024,"R",56970,"R",218,"R",57188,.,.,"R",800,"R",800,"R",800,"R",800,"R",15682,"R",16294,"R",16932,"R",17600,"R",1000,"R",1000,"R",1000,"R",2000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
123217,"R",1288,"R",102,"R",46,"R",1288,"R",102,"R",46,"R",7728,"R",102,"R",276,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1288,"R",100,"R",1388,"R",1288,"R",102,"R",1390,"R",1288,"R",102,"R",1390,"R",1288,"R",102,"R",1390,.,.,"R",1288,"R",100,"R",1388,"R",1288,"R",102,"R",1390,"R",1288,"R",102,"R",1390,"R",1288,"R",102,"R",1390,.,.,"R",7196,"R",100,"R",7296,"R",7084,"R",102,"R",7186,"R",7588,"R",102,"R",7690,"R",7728,"R",102,"R",7830,.,.,"R",1700,"R",1800,"R",1917,"R",1917,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10000,"R",11000,"R",13779,"R",13779,"R",4200,"R",4200,"R",4200,"R",4200,"R",4200,"R",4200,"R",4200,"R",4200
123280,"R",12000,"R",860,"R",375,"R",12000,"R",860,"R",375,"R",12000,"R",860,"R",375,"R",6750,"R",860,"R",375,"R",6750,"R",860,"R",375,"R",6750,"R",860,"R",375,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11200,"R",960,"R",12160,"R",11200,"R",960,"R",12160,"R",12000,"R",960,"R",12960,"R",12000,"R",860,"R",12860,.,.,"R",11200,"R",960,"R",12160,"R",11200,"R",960,"R",12160,"R",12000,"R",960,"R",12960,"R",12000,"R",860,"R",12860,.,.,"R",11200,"R",960,"R",12160,"R",11200,"R",960,"R",12160,"R",12000,"R",960,"R",12960,"R",12000,"R",860,"R",12860,.,.,"R",900,"R",900,"R",600,"R",900,"R",3958,"R",4031,"R",3150,"R",3950,"R",4504,"R",4591,"R",4700,"R",6700,"R",9918,"R",10097,"R",10320,"R",11050,"R",6461,"R",6579,"R",7024,"R",7650,"R",4504,"R",4591,"R",4700,"R",4200
123299,"R",1104,"R",82,"R",46,"R",1104,"R",82,"R",46,"R",6720,"R",82,"R",280,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1104,"R",79,"R",1183,"R",1104,"R",81,"R",1185,"R",1104,"R",81,"R",1185,"R",1104,"R",82,"R",1186,.,.,"R",1104,"R",79,"R",1183,"R",1104,"R",81,"R",1185,"R",1104,"R",81,"R",1185,"R",1104,"R",82,"R",1186,.,.,"R",6240,"R",79,"R",6319,"R",6720,"R",81,"R",6801,"R",6720,"R",81,"R",6801,"R",6720,"R",82,"R",6802,.,.,"R",1764,"R",1854,"R",1854,"R",1970,"R",5500,"R",5180,"R",5180,"R",5290,"R",3178,"R",3178,"R",3178,"R",3378,"R",11612,"R",11164,"R",11164,"R",13166,"R",4430,"R",4430,"R",4430,"R",4510,"R",4286,"R",4286,"R",4286,"R",4510
123341,"R",1104,"R",40,"R",46,"R",1104,"R",40,"R",46,"R",6168,"R",46,"R",279,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1104,"R",38,"R",1142,"R",1104,"R",38,"R",1142,"R",1104,"R",40,"R",1144,"R",1104,"R",40,"R",1144,.,.,"R",1104,"R",38,"R",1142,"R",1104,"R",38,"R",1142,"R",1104,"R",40,"R",1144,"R",1104,"R",40,"R",1144,.,.,"R",6168,"R",46,"R",6214,"R",6168,"R",46,"R",6214,"R",6168,"R",46,"R",6214,"R",6168,"R",46,"R",6214,.,.,"R",2224,"R",2224,"R",2224,"R",2224,"R",7400,"R",7400,"R",7400,"R",7400,"R",3096,"R",3096,"R",3096,"R",3096,"R",13769,"R",13769,"R",13769,"R",13769,"R",3096,"R",3096,"R",3096,"R",3096,"R",3096,"R",3096,"R",3096,"R",3096
123448,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13500,"R",150,"R",750,"R",13500,"R",150,"R",750,"R",13500,"R",150,"R",750,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",29850,"R",1050,"R",29850,"R",1050,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
123457,"R",31180,"R",730,"R",1300,"R",31180,"R",730,"R",1300,"R",31180,"R",730,"R",1300,"R",13000,"R",140,"R",650,"R",13000,"R",140,"R",650,"R",13000,"R",140,"R",650,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",25950,"R",100,"R",26050,"R",27250,"R",450,"R",27700,"R",29750,"R",450,"R",30200,"R",31180,"R",730,"R",31910,.,.,"R",25950,"R",100,"R",26050,"R",27250,"R",450,"R",27700,"R",29750,"R",450,"R",30200,"R",31180,"R",730,"R",31910,.,.,"R",25950,"R",100,"R",26050,"R",27250,"R",450,"R",27700,"R",29750,"R",450,"R",30200,"R",31180,"R",730,"R",31910,.,.,"R",1592,"R",1648,"R",1704,"R",1760,"R",7950,"R",8350,"R",8950,"R",9380,"R",3012,"R",3087,"R",3071,"R",3100,"R",11104,"R",11816,"R",12248,"R",13000,"R",3892,"R",3975,"R",3967,"R",3990,"R",8420,"R",4095,"R",4816,"R",5200
123484,"R",1104,"R",52,"R",46,"R",1104,"R",52,"R",46,"R",7296,"R",52,"R",311,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1104,"R",50,"R",1154,"R",1104,"R",50,"R",1154,"R",1104,"R",52,"R",1156,"R",1104,"R",52,"R",1156,.,.,"R",1104,"R",50,"R",1154,"R",1104,"R",50,"R",1154,"R",1104,"R",52,"R",1156,"R",1104,"R",52,"R",1156,.,.,"R",6192,"R",50,"R",6242,"R",6712,"R",50,"R",6762,"R",7296,"R",52,"R",7348,"R",7296,"R",52,"R",7348,.,.,"R",1791,"R",1854,"R",1917,"R",1971,"R",8000,"R",9000,"R",8600,"R",8600,"R",3168,"R",3240,"R",3258,"R",3258,"R",8577,"R",10755,"R",10755,"R",12879,"R",4167,"R",4518,"R",4509,"R",5247,"R",4284,"R",4113,"R",4509,"R",4815
123509,"R",1380,"R",84,"R",46,"R",1380,"R",84,"R",46,"R",9570,"R",84,"R",319,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1380,"R",66,"R",1446,"R",1380,"R",80,"R",1460,"R",1380,"R",82,"R",1462,"R",1380,"R",84,"R",1464,.,.,"R",1380,"R",66,"R",1446,"R",1380,"R",80,"R",1460,"R",1380,"R",82,"R",1462,"R",1380,"R",84,"R",1464,.,.,"R",8070,"R",66,"R",8136,"R",8460,"R",80,"R",8540,"R",9570,"R",82,"R",9652,"R",9570,"R",84,"R",9654,.,.,"R",1791,"R",1854,"R",1917,"R",1971,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12492,"R",13293,"R",13779,"R",15084,"R",4158,"R",4239,"R",4248,"R",5274,"R",4284,"R",4374,"R",4365,"R",4698
123527,"R",0,"R",1328,"R",46,"R",0,"R",1328,"R",46,"R",0,"R",5500,"R",211,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",0,"R",1238,"R",1238,"R",0,"R",1238,"R",1238,"R",0,"R",1238,"R",1238,"R",0,"R",1238,"R",1238,.,.,"R",0,"R",1238,"R",1238,"R",0,"R",1238,"R",1238,"R",0,"R",1238,"R",1238,"R",0,"R",1238,"R",1238,.,.,"R",0,"R",6384,"R",6384,"R",0,"R",5500,"R",5500,"R",0,"R",5500,"R",5500,"R",0,"R",5500,"R",5500,.,.,"R",1866,"R",1964,"R",2280,"R",2080,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7350,"R",7350,"R",7350,"R",7350,"R",5400,"R",5400,"R",5400,"R",5400,"R",8000,"R",8000,"R",8120,"R",8120
