UNITID,LEXP100K,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM 
100654,1 ,2,"R",405741,"R",153694,"R",98,"R",2728,"R",38355,"R",1152,"R",132370,"R",409621,"R",324517,"R",734138,"R",472,"R",180058,"R",180530,1,"R",1344,"R",154,"R",0,"R",1101086,1,"R",382813,"R",320513,"R",1209531,"R",1650,"R",1531694,"R",9400,"R",40600,"R",50000,"R",3065593,2682780
100663,1 ,2,"R",995899,"R",487487,"R",441,"R",136783,"R",16455,"R",27637,"R",84226,"R",1160319,"R",588609,"R",1748928,"R",16490,"R",196276,"R",212766,1,"R",19050,"R",8507,"R",1,"R",3539844,1,"R",1110989,"R",337220,"R",6039730,"R",231809,"R",6608759,"R",14002,"R",989585,"R",1003587,"R",12263179,11152190
100690,1 ,2,"R",49960,"R",161,"R",69,"Z",0,"Z",0,"R",1218,"Z",0,"R",51178,"R",230,"R",51408,"R",79,"R",5085,"R",5164,1,"R",0,"R",297,"R",0,"R",75876,2,"Z",0,"R",4706,"R",54134,"R",1477,"R",60317,"R",458,"R",5660,"R",6118,"R",142311,142311
100706,1 ,2,"R",204617,"R",489255,"R",195,"R",14426,"R",2168,"R",1445,"R",63237,"R",220488,"R",554855,"R",775343,"R",5281,"R",17501,"R",22782,1,"R",3871,"R",2640,"R",0,"R",1225696,2,"Z",0,"R",14150,"R",1429589,"R",46366,"R",1490105,"R",3302,"R",111713,"R",115015,"R",2830816,2830816
100724,1 ,2,"R",310672,"R",69823,"R",192,"R",44607,"R",0,"R",1607,"R",6470,"R",356886,"R",76485,"R",433371,"R",5771,"R",1516,"R",7287,1,"R",545,"R",104,"R",0,"R",1456895,1,"R",412299,"R",29500,"R",469993,"R",0,"R",499493,"R",0,"R",267567,"R",267567,"R",2636254,2223955
100751,1 ,2,"R",1981210,"R",1826865,"R",590,"R",194340,"R",162052,"R",136611,"R",204022,"R",2312161,"R",2193529,"R",4505690,"R",58245,"R",595782,"R",654027,1,"R",17011,"R",10386,"R",6,"R",7568092,2,"Z",0,"R",1085716,"R",9871713,"R",662573,"R",11620002,"R",65,"R",2587176,"R",2587241,"R",21775335,21775335
100760,1 ,2,"R",27279,"R",8656,"R",3,"R",422,"R",0,"R",0,"R",0,"R",27701,"R",8659,"R",36360,"R",1462,"R",288,"R",1750,1,"R",0,"R",0,"R",2,"R",215921,1,"R",69413,"R",6000,"R",29390,"R",0,"R",35390,"R",0,"R",4200,"R",4200,"R",324924,255511
100812,1 ,2,"R",81552,"R",297016,"R",117,"R",551,"R",1439,"R",80,"R",45556,"R",82183,"R",344128,"R",426311,"R",4083,"R",9841,"R",13924,1,"R",232,"R",135,"R",0,"R",542602,1,"R",197950,"R",24916,"R",196790,"R",730,"R",222436,"R",0,"R",17705,"R",17705,"R",980693,782743
100830,1 ,2,"R",632622,"R",716665,"R",155,"R",4479,"R",148,"R",925,"R",64021,"R",638026,"R",780989,"R",1419015,"R",7368,"R",7484,"R",14852,1,"R",954,"R",1370,"R",0,"R",983062,1,"R",317184,"R",51899,"R",381157,"R",75209,"R",508265,"R",100,"R",120523,"R",120623,"R",1929134,1611950
100858,1 ,2,"R",1603837,"R",1107767,"R",254,"R",608369,"R",22175,"R",76733,"R",118657,"R",2288939,"R",1248853,"R",3537792,"R",43647,"R",315780,"R",359427,1,"R",30703,"R",7911,"R",2,"R",4866578,1,"R",1443521,"R",736113,"R",7718622,"R",35087,"R",8489822,"R",16217,"R",1852714,"R",1868931,"R",16668852,15225331
100937,1 ,2,"R",221230,"R",238930,"R",125,"R",34675,"R",89147,"R",6380,"R",45682,"R",262285,"R",373884,"R",636169,"R",4780,"R",3778,"R",8558,1,"R",676,"R",1830,"R",0,"R",534831,2,"Z",0,"R",34717,"R",337497,"R",5811,"R",378025,"R",1429,"R",81746,"R",83175,"R",996031,996031
101028,1 ,2,"R",33390,"R",233119,"R",102,"R",705,"R",0,"R",0,"R",0,"R",34095,"R",233221,"R",267316,"R",26,"R",80,"R",106,1,"R",64,"R",9,"R",0,"R",125138,1,"R",116778,"R",1623,"R",11371,"R",3520,"R",16514,"R",0,"R",0,"R",0,"R",258430,141652
101116,1 ,2,"R",14725,"R",394443,"R",100,"R",1490,"R",67550,"R",8,"R",121865,"R",16223,"R",583958,"R",600181,"R",275,"R",32859,"R",33134,1,"R",2,"R",1,"R",0,"R",76638,1,"R",11344,"R",1773,"R",36123,"R",3667,"R",41563,"R",0,"R",0,"R",0,"R",129545,118201
101143,1 ,2,"R",48858,"R",4,"R",5,"R",955,"R",0,"R",19,"R",0,"R",49832,"R",9,"R",49841,"R",372,"R",69534,"R",69906,1,"R",0,"R",1,"R",1,"R",116519,1,"R",55529,"R",30,"R",4953,"R",1366,"R",6349,"R",3044,"R",0,"R",3044,"R",181441,125912
101161,1 ,2,"R",136996,"R",225850,"R",86,"R",9129,"Z",0,"R",123,"Z",0,"R",146248,"R",225936,"R",372184,"R",3989,"R",771,"R",4760,1,"R",1,"R",5,"R",8,"R",802744,1,"R",279237,"R",71555,"R",80871,"R",71483,"R",223909,"R",0,"R",12395,"R",12395,"R",1318285,1039048
101189,1 ,2,"R",110955,"R",471815,"R",128,"R",2912,"R",6956,"R",5038,"R",400694,"R",118905,"R",879593,"R",998498,"R",2711,"R",5829,"R",8540,1,"R",754,"R",622,"R",4,"R",300542,2,"Z",0,"R",15682,"R",155901,"R",23050,"R",194633,"R",7000,"R",20800,"R",27800,"R",522975,522975
101240,1 ,2,"R",62691,"R",71394,"R",88,"R",3593,"R",93,"R",22,"R",7353,"R",66306,"R",78928,"R",145234,"R",2866,"R",46601,"R",49467,1,"R",37,"R",43,"R",4,"R",344294,1,"R",95357,"R",2259,"R",22097,"R",1006,"R",25362,"R",0,"R",62582,"R",62582,"R",527595,432238
101286,1 ,2,"R",28931,"R",761,"R",8,"R",901,"R",0,"R",51,"R",7,"R",29883,"R",776,"R",30659,"R",5518,"R",31043,"R",36561,1,"R",1,"R",7,"R",1,"R",279632,1,"R",70229,"R",19786,"R",23140,"R",5894,"R",48820,"R",0,"R",1771,"R",1771,"R",400452,330223
101295,1 ,2,"R",52886,"R",139272,"R",110,"R",4565,"R",27113,"R",90,"R",99929,"R",57541,"R",266424,"R",323965,"R",176,"R",16117,"R",16293,1,"R",1,"R",1,"R",1,"R",274702,1,"R",97200,"R",47843,"R",85926,"R",5976,"R",139745,"R",225,"R",1596,"R",1821,"R",513468,416268
101301,1 ,2,"R",22027,"R",47,"R",5,"R",710,"R",0,"R",95,"R",5000,"R",22832,"R",5052,"R",27884,"R",1242,"R",33,"R",1275,2,"A",,"A",,"R",0,"R",153217,1,"R",50938,"R",7730,"R",6150,"R",5030,"R",18910,"R",0,"R",750,"R",750,"R",223815,172877
101365,2 ,2,"R",67,"R",200618,"R",109,"R",2,"R",54478,"R",0,"R",74349,"R",69,"R",329554,"R",329623,"R",1,"R",213724,"R",213725,1,"R",0,"R",1,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
101435,1 ,2,"R",81667,"R",100639,"R",112,"R",4428,"R",22,"R",182,"R",33816,"R",86277,"R",134589,"R",220866,"R",2304,"R",98350,"R",100654,1,"R",251,"R",257,"R",0,"R",259348,1,"R",43435,"R",29542,"R",116968,"R",6504,"R",153014,"R",0,"R",72763,"R",72763,"R",528560,485125
101453,1 ,2,"R",39646,"R",0,"R",36492,"R",0,"R",0,"R",7795,"R",0,"R",47441,"R",36492,"R",83933,"R",1530,"R",3510,"R",5040,1,"R",0,"R",0,"R",0,"R",76575,1,"R",10596,"R",39646,"R",7795,"R",0,"R",47441,"R",0,"R",15778,"R",15778,"R",150390,139794
101462,1 ,2,"R",20776,"R",0,"R",105,"R",504,"R",0,"R",134,"R",41,"R",21414,"R",146,"R",21560,"R",1283,"R",13951,"R",15234,2,"A",,"A",,"R",0,"R",136738,1,"R",51688,"R",14655,"R",27601,"R",0,"R",42256,"R",0,"R",39786,"R",39786,"R",270468,218780
101480,1 ,2,"R",640339,"R",215250,"R",468,"R",10233,"R",230725,"R",72222,"R",210645,"R",722794,"R",657088,"R",1379882,"R",11023,"R",112579,"R",123602,1,"R",2521,"R",247,"R",0,"R",1472238,2,"Z",0,"R",354858,"R",727886,"R",0,"R",1082744,"R",114787,"R",108355,"R",223142,"R",2778124,2778124
101505,1 ,2,"R",50075,"R",238447,"R",59,"R",84,"R",32094,"R",149,"R",39075,"R",50308,"R",309675,"R",359983,"R",849,"R",106339,"R",107188,2,"A",,"A",,"R",3,"R",442180,1,"R",152183,"R",2437,"R",150062,"R",0,"R",152499,"R",0,"R",52443,"R",52443,"R",799305,647122
101514,1 ,2,"R",47961,"R",48969,"R",8,"R",302,"R",0,"R",0,"R",0,"R",48263,"R",48977,"R",97240,"R",2402,"R",3422,"R",5824,1,"R",0,"R",29,"R",1,"R",406412,1,"R",136431,"R",23731,"R",17343,"R",34655,"R",75729,"R",420,"R",76721,"R",77141,"R",695713,559282
101541,1 ,2,"R",60324,"R",226151,"R",89,"R",5879,"R",153990,"R",42,"R",51547,"R",66245,"R",431777,"R",498022,"R",468,"R",1793,"R",2261,1,"R",255,"R",332,"R",0,"R",165820,2,"Z",0,"R",19460,"R",25024,"R",0,"R",44484,"R",841,"R",18272,"R",19113,"R",229417,229417
101569,1 ,2,"R",41403,"R",48674,"R",72,"R",1101,"R",187,"R",38,"R",14,"R",42542,"R",48947,"R",91489,"R",6831,"R",908,"R",7739,2,"A",,"A",,"R",1,"R",380924,1,"R",127272,"R",9512,"R",26595,"R",0,"R",36107,"R",0,"R",44912,"R",44912,"R",589215,461943
101587,1 ,2,"R",209776,"R",2121,"R",174,"R",2229,"R",0,"R",41804,"R",108967,"R",253809,"R",111262,"R",365071,"R",3035,"R",500,"R",3535,1,"R",431,"R",377,"R",1,"R",436827,2,"Z",0,"R",11000,"R",202500,"R",0,"R",213500,"R",0,"R",15500,"R",15500,"R",665827,665827
101602,1 ,2,"R",37494,"R",46418,"R",66,"R",1968,"R",41487,"R",34,"R",0,"R",39496,"R",87971,"R",127467,"R",907,"R",33769,"R",34676,1,"R",22,"R",13,"R",3,"R",201594,1,"R",72495,"R",6435,"R",26495,"R",1046,"R",33976,"R",0,"R",0,"R",0,"R",308065,235570
101648,1 ,2,"R",28723,"R",2400,"R",5,"R",443,"R",0,"R",1241,"R",0,"R",30407,"R",2405,"R",32812,"R",1646,"R",5665,"R",7311,1,"R",0,"R",0,"R",0,"R",118416,1,"R",49198,"R",1754,"R",6631,"R",0,"R",8385,"R",0,"R",7140,"R",7140,"R",183139,133941
101675,1 ,2,"R",58244,"R",150000,"R",72,"R",1459,"R",0,"R",11504,"R",0,"R",71207,"R",150072,"R",221279,"R",1152,"R",751,"R",1903,1,"R",4,"R",3,"R",0,"R",275060,1,"R",49367,"R",0,"R",18365,"R",0,"R",18365,"R",24300,"R",0,"R",24300,"R",367092,317725
101693,1 ,2,"R",50954,"R",176830,"R",120,"R",601,"R",0,"R",0,"R",39070,"R",51555,"R",216020,"R",267575,"R",1850,"R",7700,"R",9550,1,"R",7,"R",112,"R",0,"R",164037,2,"Z",0,"R",120,"R",142415,"R",0,"R",142535,"R",655,"R",31870,"R",32525,"R",339097,339097
101709,1 ,2,"R",183639,"R",212750,"R",125,"R",4688,"R",40573,"R",1220,"R",63327,"R",189547,"R",316775,"R",506322,"R",9785,"R",6182,"R",15967,1,"R",1206,"R",1002,"R",0,"R",652564,1,"R",195521,"R",67018,"R",240562,"R",11043,"R",318623,"R",2650,"R",94640,"R",97290,"R",1263998,1068477
101736,1 ,2,"R",63303,"R",38115,"R",1,"R",2335,"R",0,"R",0,"R",0,"R",65638,"R",38116,"R",103754,"R",1295,"R",318,"R",1613,1,"R",21,"R",21,"R",1,"R",236145,1,"R",104904,"R",4319,"R",1205,"R",16694,"R",22218,"R",0,"R",11694,"R",11694,"R",374961,270057
101879,1 ,2,"R",215729,"R",556724,"R",186,"R",9786,"R",96382,"R",2482,"R",80341,"R",227997,"R",733633,"R",961630,"R",10995,"R",30882,"R",41877,1,"R",1340,"R",4711,"R",2,"R",948537,1,"R",286004,"R",69947,"R",920122,"R",1912,"R",991981,"R",672,"R",222541,"R",223213,"R",2449735,2163731
101897,1 ,2,"R",49129,"R",233318,"R",61,"R",1096,"R",61078,"R",153,"R",21025,"R",50378,"R",315482,"R",365860,"R",4565,"R",1639,"R",6204,1,"R",12,"R",20,"R",0,"R",325519,1,"R",99568,"R",37822,"R",44178,"R",0,"R",82000,"R",890,"R",64931,"R",65821,"R",572908,473340
101912,1 ,2,"R",73767,"R",240552,"R",82,"R",13222,"R",108594,"R",125,"R",1000,"R",87114,"R",350228,"R",437342,"R",3178,"R",5045,"R",8223,1,"R",372,"R",113,"R",1,"R",286953,1,"R",157068,"R",28889,"R",182000,"R",54984,"R",265873,"R",430,"R",10000,"R",10430,"R",720324,563256
101994,2 ,2,"R",6526,"R",150480,"R",2,"R",27,"R",0,"R",35,"R",0,"R",6588,"R",150482,"R",157070,"R",17,"R",1,"R",18,1,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
102030,1 ,2,"R",75393,"R",224,"R",5,"R",4923,"Z",0,"R",99,"Z",0,"R",80415,"R",229,"R",80644,"R",359,"R",1600,"R",1959,2,"A",,"A",,"R",4,"R",345260,1,"R",79311,"R",6954,"R",57100,"R",0,"R",64054,"R",0,"R",11145,"R",11145,"R",499770,420459
102049,1 ,2,"R",282032,"R",389326,"R",302,"R",15061,"R",140816,"R",6055,"R",118182,"R",303148,"R",648626,"R",951774,"R",41252,"R",32855,"R",74107,1,"R",2505,"R",4416,"R",2,"R",2192439,1,"R",820095,"R",48655,"R",1119594,"R",109808,"R",1278057,"R",17832,"R",330999,"R",348831,"R",4639422,3819327
102058,2 ,2,"R",25250,"R",60,"R",6,"R",132,"R",0,"R",25382,"R",0,"R",50764,"R",66,"R",50830,"R",589,"R",589,"R",1178,1,"R",5,"R",40,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
102067,1 ,2,"R",50735,"R",16048,"R",6,"R",947,"R",0,"R",43,"R",0,"R",51725,"R",16054,"R",67779,"R",2328,"R",1568,"R",3896,1,"R",0,"R",0,"R",1,"R",466657,1,"R",163235,"R",23148,"R",28767,"R",0,"R",51915,"R",0,"R",80951,"R",80951,"R",762758,599523
102076,1 ,2,"R",6430,"R",113068,"R",61,"R",0,"R",39227,"R",11,"Z",0,"R",6441,"R",152356,"R",158797,"R",6,"R",845,"R",851,1,"R",0,"R",0,"R",0,"R",111765,1,"R",35137,"R",0,"R",26594,"R",0,"R",26594,"R",0,"R",9653,"R",9653,"R",183149,148012
102094,1 ,2,"R",368357,"R",288343,"R",218,"R",48365,"R",925,"R",3780,"R",52857,"R",420502,"R",342343,"R",762845,"R",14598,"R",144337,"R",158935,1,"R",4072,"R",4579,"R",2,"R",1246400,1,"R",895379,"R",175934,"R",3409011,"R",256168,"R",3841113,"R",19954,"R",147838,"R",167792,"R",6150684,5255305
102234,1 ,2,"R",136939,"R",213606,"R",102,"R",12009,"R",20142,"R",2919,"R",45928,"R",151867,"R",279778,"R",431645,"R",3372,"R",10826,"R",14198,1,"R",228,"R",482,"R",1,"R",601269,2,"Z",0,"R",6948,"R",143006,"R",3098,"R",153052,"R",2190,"R",58655,"R",60845,"R",815166,815166
102270,1 ,2,"R",119000,"R",181880,"R",102,"Z",0,"Z",0,"Z",0,"Z",0,"R",119000,"R",181982,"R",300982,"R",266,"R",10093,"R",10359,1,"R",0,"R",12,"R",0,"R",161000,1,"R",29860,"R",7440,"R",347,"R",1042,"R",8829,"R",0,"R",13393,"R",13393,"R",213082,183222
102298,1 ,2,"R",71068,"R",432872,"R",150,"R",530,"R",9564,"R",384,"R",156,"R",71982,"R",442742,"R",514724,"R",1957,"R",267513,"R",269470,1,"R",0,"R",55,"R",1,"R",177000,1,"R",12037,"R",6000,"R",3828,"R",0,"R",9828,"R",6000,"R",90172,"R",96172,"R",295037,283000
102313,1 ,2,"R",10411,"R",685,"R",23,"R",1468,"R",0,"R",90,"R",58,"R",11969,"R",766,"R",12735,"R",132,"R",1720,"R",1852,2,"A",,"A",,"R",1,"R",283989,1,"R",46939,"R",22617,"R",72978,"R",0,"R",95595,"R",0,"R",0,"R",0,"R",426523,379584
102368,1 ,2,"R",290179,"R",268007,"R",253,"R",18202,"R",276869,"R",19880,"R",268901,"R",328261,"R",814030,"R",1142291,"R",21860,"R",415170,"R",437030,1,"R",1771,"R",1381,"R",2,"R",1361700,1,"R",556847,"R",91402,"R",1316468,"R",130538,"R",1538408,"R",3758,"R",215781,"R",219539,"R",3676494,3119647
102377,1 ,2,"R",376612,"R",2623,"R",270,"R",1577,"R",842,"R",1448,"R",0,"R",379637,"R",3735,"R",383372,"R",4878,"R",66,"R",4944,1,"R",198,"R",86,"R",5,"R",791638,1,"R",142111,"R",92131,"R",798315,"R",74010,"R",964456,"R",38716,"R",82789,"R",121505,"R",2019710,1877599
102395,1 ,2,"R",9942,"R",19794,"R",24,"R",160,"Z",0,"R",505,"R",60935,"R",10607,"R",80753,"R",91360,"R",856,"R",39,"R",895,1,"R",63,"R",17,"R",0,"R",51569,1,"R",13820,"R",4649,"R",48200,"R",4421,"R",57270,"R",0,"R",4598,"R",4598,"R",127257,113437
102429,1 ,2,"R",72618,"R",73,"R",106,"R",1870,"R",0,"R",57,"R",0,"R",74545,"R",179,"R",74724,"R",2537,"R",0,"R",2537,1,"R",0,"R",0,"R",4,"R",408468,1,"R",143197,"R",2642,"R",2328,"R",13891,"R",18861,"R",0,"R",1662,"R",1662,"R",572188,428991
102553,1 ,2,"R",610602,"R",578101,"R",140,"R",512074,"R",78366,"R",17450,"R",97034,"R",1140126,"R",753641,"R",1893767,"R",64718,"R",101354,"R",166072,1,"R",19751,"R",9652,"R",4,"R",3195092,1,"R",1538766,"R",268100,"R",1739586,"R",75453,"R",2083139,"R",3628,"R",230928,"R",234556,"R",7051553,5512787
102580,2 ,2,"R",31902,"R",0,"R",1,"R",375,"Z",0,"R",0,"Z",0,"R",32277,"R",1,"R",32278,"R",2683,"R",1364,"R",4047,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
102614,1 ,2,"R",536591,"R",597427,"R",194,"R",143881,"R",126829,"R",20645,"R",54597,"R",701117,"R",779047,"R",1480164,"R",12844,"R",20720,"R",33564,1,"R",11495,"R",2798,"R",1,"R",2302851,1,"R",970328,"R",121857,"R",1698486,"R",0,"R",1820343,"R",9792,"R",445502,"R",455294,"R",5548816,4578488
102632,1 ,2,"R",153559,"R",198736,"R",122,"R",8026,"R",11567,"R",3451,"R",78178,"R",165036,"R",288603,"R",453639,"R",16250,"R",7567,"R",23817,1,"R",4343,"R",2084,"R",1,"R",593089,1,"R",309330,"R",22294,"R",85456,"R",13254,"R",121004,"R",2235,"R",107343,"R",109578,"R",1133001,823671
102845,1 ,1,"A",,"R",0,"R",4,"A",,"R",0,"A",,"R",0,"A",,"R",4,"R",4,"A",,"R",6,"R",6,2,"A",,"A",,"R",0,"R",50692,1,"R",7660,"R",0,"R",79601,"R",0,"R",79601,"R",0,"R",0,"R",0,"R",137953,130293
103501,2 ,2,"R",1377,"R",0,"R",1,"R",7,"R",0,"R",24,"R",0,"R",1408,"R",1,"R",1409,"R",123,"R",16437,"R",16560,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
103945,2 ,2,"R",1075,"R",0,"R",0,"R",89,"R",0,"R",4,"R",0,"R",1168,"R",0,"R",1168,"R",564,"R",0,"R",564,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
104090,2 ,1,"A",,"R",700000,"R",0,"A",,"R",85200,"A",,"R",23969,"A",,"R",809169,"R",809169,"A",,"R",190000,"R",190000,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
104151,1 ,2,"R",2413598,"R",1513901,"R",685,"R",856470,"R",171685,"R",65552,"R",112025,"R",3335620,"R",1798296,"R",5133916,"R",58800,"R",2897217,"R",2956017,1,"R",21989,"R",30296,"R",8,"R",12714916,1,"R",4304659,"R",1418424,"R",10353623,"R",226631,"R",11998678,"R",45448,"R",3724742,"R",3770190,"R",32788443,28483784
104160,1 ,2,"R",48574,"R",229959,"R",44,"R",5449,"R",108579,"R",455,"R",15577,"R",54478,"R",354159,"R",408637,"R",11361,"R",19697,"R",31058,1,"R",0,"R",84,"R",0,"R",461029,1,"R",148537,"R",72531,"R",148378,"R",1711,"R",222620,"R",4073,"R",85294,"R",89367,"R",921553,773016
104179,1 ,2,"R",2491995,"R",2283311,"R",942,"R",272625,"R",187399,"R",25835,"R",333346,"R",2790455,"R",2804998,"R",5595453,"R",87421,"R",4480954,"R",4568375,1,"R",31527,"R",18945,"R",4,"R",11036414,1,"R",3315965,"R",1516309,"R",14314217,"R",598843,"R",16429369,"R",0,"R",4315276,"R",4315276,"R",35097024,31781059
104188,2 ,2,"R",5144,"Z",0,"Z",0,"R",114,"Z",0,"R",0,"Z",0,"R",5258,"R",0,"R",5258,"R",46,"R",0,"R",46,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
104346,1 ,2,"R",83601,"R",178724,"R",37,"R",4248,"R",29664,"R",4,"R",21,"R",87853,"R",208446,"R",296299,"R",18331,"R",27897,"R",46228,1,"R",732,"R",40,"R",5,"R",551809,1,"R",218664,"R",130000,"R",75200,"R",10000,"R",215200,"R",0,"R",0,"R",0,"R",985673,767009
104425,1 ,2,"R",39292,"R",191925,"R",119,"R",6582,"R",127602,"R",28,"Z",0,"R",45902,"R",319646,"R",365548,"R",6047,"R",107012,"R",113059,1,"R",437,"R",450,"R",1,"R",439166,2,"Z",0,"R",17858,"R",96492,"R",10000,"R",124350,"R",0,"R",15897,"R",15897,"R",579413,579413
104577,1 ,2,"R",16229,"R",252789,"Z",0,"R",1183,"R",54448,"R",47,"R",117957,"R",17459,"R",425194,"R",442653,"R",14370,"R",88953,"R",103323,2,"A",,"A",,"R",0,"R",255840,1,"R",80837,"R",27018,"R",99572,"R",0,"R",126590,"R",0,"R",40507,"R",40507,"R",503774,422937
104586,1 ,2,"R",26136,"R",247895,"R",94,"R",2864,"R",99954,"R",137,"R",78850,"R",29137,"R",426793,"R",455930,"R",13067,"R",1649,"R",14716,1,"R",3336,"R",3352,"R",0,"R",838279,1,"R",236757,"R",23719,"R",226393,"R",0,"R",250112,"R",0,"R",118202,"R",118202,"R",1443350,1206593
104665,2 ,2,"R",38512,"R",25,"R",2,"R",100,"R",2,"R",60,"R",2,"R",38672,"R",31,"R",38703,"R",527,"R",87,"R",614,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
104708,1 ,2,"R",106769,"R",213670,"R",106,"R",18018,"R",58014,"R",176,"R",52189,"R",124963,"R",323979,"R",448942,"R",39572,"R",43413,"R",82985,1,"R",555,"R",495,"R",1,"R",1205608,2,"Z",0,"R",184914,"R",181313,"R",2150,"R",368377,"R",0,"R",220,"R",220,"R",1574205,1574205
104717,1 ,2,"R",39204,"R",220574,"R",162,"R",1559,"R",22795,"R",4,"R",108347,"R",40767,"R",351878,"R",392645,"R",2769,"R",3824457,"R",3827226,1,"R",134,"R",5099,"R",0,"R",1193850,2,"Z",0,"R",29963,"R",1099434,"R",17562,"R",1146959,"R",0,"R",269199,"R",269199,"R",2610008,2610008
105145,1 ,2,"R",38633,"R",466502,"R",347,"R",3727,"R",78397,"R",759,"R",37,"R",43119,"R",545283,"R",588402,"R",4616,"R",91811,"R",96427,1,"R",232,"R",92,"R",1,"R",422560,1,"R",131057,"R",48832,"R",171187,"R",757,"R",220776,"R",0,"R",41637,"R",41637,"R",816030,684973
105154,1 ,2,"R",85983,"R",190000,"R",129,"R",2082,"R",42860,"R",978,"R",23,"R",89043,"R",233012,"R",322055,"R",15991,"R",281785,"R",297776,1,"R",340,"R",24,"R",1,"R",1585934,1,"R",459038,"R",85816,"R",256022,"R",14216,"R",356054,"R",0,"R",21000,"R",21000,"R",2422026,1962988
105206,1 ,2,"R",19148,"R",181538,"R",79,"R",1564,"R",39975,"R",1638,"R",2,"R",22350,"R",221594,"R",243944,"R",8326,"R",58963,"R",67289,1,"R",274,"R",298,"R",4,"R",331178,2,"Z",0,"R",29731,"R",77218,"R",5858,"R",112807,"R",0,"R",3219,"R",3219,"R",447204,447204
105297,1 ,2,"R",127689,"R",9852,"R",49,"R",4987,"R",5800,"R",115,"R",0,"R",132791,"R",15701,"R",148492,"R",61456,"R",1006,"R",62462,1,"R",0,"R",27,"R",2,"R",380495,1,"R",97406,"R",54640,"R",93000,"R",0,"R",147640,"R",0,"R",32820,"R",32820,"R",658361,560955
105330,1 ,2,"R",570569,"R",233285,"R",181,"R",49142,"R",254009,"R",6146,"R",152078,"R",625857,"R",639553,"R",1265410,"R",22883,"R",147477,"R",170360,1,"R",10685,"R",21509,"R",0,"R",3889386,2,"Z",0,"R",62544,"R",2720327,"R",121176,"R",2904047,"R",659,"R",417868,"R",418527,"R",7211960,7211960
105349,1 ,2,"R",43827,"R",5753,"R",17,"R",5058,"R",0,"R",408,"R",64,"R",49293,"R",5834,"R",55127,"R",14610,"R",93177,"R",107787,1,"R",232,"R",34,"R",1,"R",377683,1,"R",123809,"R",25287,"R",56226,"R",19966,"R",101479,"R",0,"R",1555,"R",1555,"R",604526,480717
105428,1 ,2,"R",55458,"R",186956,"R",77,"R",6784,"R",130187,"R",86,"R",12,"R",62328,"R",317232,"R",379560,"R",32533,"R",29054,"R",61587,1,"R",409,"R",24,"R",0,"R",1004039,2,"Z",0,"R",64625,"R",176696,"R",2315,"R",243636,"R",0,"R",11732,"R",11732,"R",1259407,1259407
105525,1 ,2,"R",212856,"R",31650,"R",100,"R",21451,"R",62570,"R",310,"R",138,"R",234617,"R",94458,"R",329075,"R",70618,"R",729488,"R",800106,1,"R",317,"R",27,"R",5,"R",1798684,1,"R",517657,"R",242161,"R",347530,"R",18770,"R",608461,"R",0,"R",157248,"R",157248,"R",3082050,2564393
105534,2 ,1,"A",,"R",184697,"R",7,"A",,"R",0,"A",,"R",0,"A",,"R",184704,"R",184704,"A",,"R",154986,"R",154986,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
