UNITID,LEXP100K,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM 
392257,2 ,2,"R",2027,"R",34800,"R",3,"R",22,"R",41870,"R",9,"R",2947,"R",2058,"R",79620,"R",81678,"R",341,"R",3125,"R",3466,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
392840,2 ,2,"R",14509,"R",1206,"R",3,"R",2600,"R",2600,"R",38,"R",0,"R",17147,"R",3809,"R",20956,"R",2905,"R",1467,"R",4372,1,"R",5,"R",7,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
395362,1 ,2,"R",13301,"R",73541,"R",7,"R",416,"R",0,"R",44,"R",22330,"R",13761,"R",95878,"R",109639,"R",8462,"R",102347,"R",110809,2,"A",,"A",,"R",0,"R",274362,1,"R",102560,"R",24463,"R",19678,"R",1115,"R",45256,"R",0,"R",9302,"R",9302,"R",431480,328920
399212,1 ,2,"R",40312,"R",14484,"Z",0,"R",6037,"R",34901,"R",23,"R",40,"R",46372,"R",49425,"R",95797,"R",17269,"R",7037,"R",24306,1,"R",4,"R",3,"R",1,"R",1039803,1,"R",432356,"R",77282,"R",57987,"R",19939,"R",155208,"R",0,"R",16090,"R",16090,"R",1643457,1211101
399869,2 ,2,"R",7000,"R",0,"R",0,"R",0,"R",100,"R",0,"R",0,"R",7000,"R",100,"R",7100,"R",500,"R",10,"R",510,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
399911,1 ,2,"R",94007,"R",330942,"R",128,"R",4013,"R",50757,"R",369,"R",27043,"R",98389,"R",408870,"R",507259,"R",7092,"R",78128,"R",85220,1,"R",712,"R",613,"R",1,"R",727508,2,"Z",0,"R",17000,"R",302000,"R",1300,"R",320300,"R",42000,"R",45400,"R",87400,"R",1135208,1135208
400558,2 ,2,"R",163,"R",3,"R",0,"R",0,"R",1,"R",0,"R",0,"R",163,"R",4,"R",167,"R",133,"R",2,"R",135,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
401223,2 ,2,"R",58416,"R",9721,"R",3,"R",558,"R",0,"R",2024,"R",6017,"R",60998,"R",15741,"R",76739,"R",2943,"R",7114,"R",10057,1,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
401250,2 ,2,"R",2580,"R",0,"R",1,"R",121,"R",0,"R",61,"R",9,"R",2762,"R",10,"R",2772,"R",1114,"R",1,"R",1115,1,"R",0,"R",17,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
402776,2 ,2,"R",3129,"Z",0,"Z",0,"R",45,"Z",0,"R",0,"Z",0,"R",3174,"R",0,"R",3174,"R",3,"R",0,"R",3,1,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
403469,1 ,2,"R",11748,"R",1108,"R",43,"R",1569,"R",0,"R",25,"R",0,"R",13342,"R",1151,"R",14493,"R",2123,"R",4551,"R",6674,1,"R",506,"R",887,"R",0,"R",70634,1,"R",24222,"R",1312,"R",6937,"R",4563,"R",12812,"R",0,"R",3317,"R",3317,"R",110985,86763
403478,1 ,2,"R",14352,"R",1018,"R",88,"R",178,"R",0,"R",0,"R",0,"R",14530,"R",1106,"R",15636,"R",322,"R",577,"R",899,1,"R",248,"R",135,"R",0,"R",82159,1,"R",16260,"R",3847,"R",7679,"R",0,"R",11526,"R",0,"R",469,"R",469,"R",110414,94154
403487,1 ,2,"R",19173,"R",0,"R",46,"R",868,"R",0,"R",0,"R",0,"R",20041,"R",46,"R",20087,"R",2261,"R",1216,"R",3477,1,"R",414,"R",240,"R",0,"R",84019,1,"R",23670,"R",4000,"R",6441,"R",500,"R",10941,"R",0,"R",5000,"R",5000,"R",123630,99960
404222,1 ,2,"R",9632,"R",119,"R",4,"R",1782,"R",0,"R",269,"R",77,"R",11683,"R",200,"R",11883,"R",422,"P",472,"P",894,1,"R",4,"R",53,"R",0,"R",97949,1,"R",29306,"R",17734,"R",69003,"R",0,"R",86737,"R",2592,"R",157672,"R",160264,"R",374256,344950
404338,2 ,2,"R",2592,"R",219931,"R",174,"R",0,"R",20000,"R",7,"R",179200,"R",2599,"R",419305,"R",421904,"R",4,"R",81,"R",85,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
404426,1 ,1,"A",,"R",170081,"R",22,"A",,"R",0,"A",,"R",0,"A",,"R",170103,"R",170103,"A",,"R",36670,"R",36670,2,"A",,"A",,"R",0,"R",53061,1,"R",22599,"R",0,"R",44649,"R",0,"R",44649,"R",0,"R",427,"R",427,"R",120736,98137
404806,2 ,2,"R",2631,"R",759,"R",25,"R",219,"R",31608,"R",26,"R",13966,"R",2876,"R",46358,"R",49234,"R",2444,"R",58360,"R",60804,1,"R",4,"R",4,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
404994,1 ,2,"R",7021,"R",578011,"R",52,"R",140,"R",0,"R",29,"R",0,"R",7190,"R",578063,"R",585253,"R",6230,"R",160543,"R",166773,2,"A",,"A",,"R",3,"R",404964,1,"R",55715,"R",12567,"R",85308,"R",0,"R",97875,"R",395675,"R",12950,"R",408625,"R",967179,911464
405058,2 ,2,"R",2150,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2150,"R",0,"R",2150,"R",0,"R",0,"R",0,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
405854,2 ,2,"R",10550,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10550,"R",0,"R",10550,"R",282,"R",0,"R",282,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
405872,1 ,2,"R",38559,"R",161587,"R",42,"R",2251,"R",38510,"R",124,"R",18783,"R",40934,"R",218922,"R",259856,"R",6914,"R",19263,"R",26177,1,"R",0,"R",17,"R",1,"R",510331,1,"R",176173,"R",44517,"R",76211,"R",8515,"R",129243,"R",0,"R",29461,"R",29461,"R",845208,669035
406547,2 ,2,"R",3163,"Z",0,"R",133,"R",293,"R",12875,"R",15,"Z",0,"R",3471,"R",13008,"R",16479,"R",57,"R",99,"R",156,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
407610,2 ,2,"R",3461,"Z",0,"R",57,"R",2,"R",0,"R",0,"R",0,"R",3463,"R",57,"R",3520,"R",415,"R",5,"R",420,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
407629,1 ,2,"R",19550,"R",270,"R",32,"R",90,"R",2000,"R",150,"R",2500,"R",19790,"R",4802,"R",24592,"R",4600,"R",400,"R",5000,1,"R",350,"R",1480,"R",3,"R",425000,2,"Z",0,"R",22000,"R",750000,"R",9100,"R",781100,"R",5075,"R",35000,"R",40075,"R",1246175,1246175
408729,2 ,2,"R",930,"R",0,"R",0,"R",4,"R",2,"R",65,"R",0,"R",999,"R",2,"R",1001,"R",4,"R",1,"R",5,1,"R",4,"R",1,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
408844,1 ,2,"R",24729,"R",171052,"R",78,"R",2175,"R",78,"R",19,"R",1900,"R",26923,"R",173108,"R",200031,"R",10816,"R",53802,"R",64618,1,"R",0,"R",0,"R",0,"R",383150,1,"R",20851,"R",42000,"R",6000,"R",5604,"R",53604,"R",0,"R",125444,"R",125444,"R",583049,562198
409254,1 ,2,"R",18769,"R",6258,"R",45,"R",1273,"R",34,"R",111,"R",41663,"R",20153,"R",48000,"R",68153,"R",3163,"R",3364,"R",6527,1,"R",480,"R",499,"R",0,"R",164416,1,"R",36921,"R",13205,"R",41434,"R",0,"R",54639,"R",0,"R",43055,"R",43055,"R",299031,262110
409315,1 ,2,"R",79369,"R",355623,"R",115,"R",2036,"R",201352,"R",307,"R",150870,"R",81712,"R",707960,"R",789672,"R",12518,"R",54608,"R",67126,1,"R",377,"R",371,"R",6,"R",3521918,2,"Z",0,"R",254207,"R",339972,"R",4601,"R",598780,"R",0,"R",895784,"R",895784,"R",5016482,5016482
409616,1 ,2,"R",31038,"R",146625,"R",110,"R",122732,"R",0,"R",1921,"R",100155,"R",155691,"R",246890,"R",402581,"R",5965,"R",17945,"R",23910,1,"R",97,"R",77,"R",0,"R",618116,2,"Z",0,"R",21005,"R",462993,"R",0,"R",483998,"R",569,"R",89304,"R",89873,"R",1191987,1191987
409698,1 ,2,"R",82519,"R",376295,"R",232,"R",1520,"R",64599,"R",832,"R",108192,"R",84871,"R",549318,"R",634189,"R",17852,"R",539771,"R",557623,1,"R",3987,"R",4032,"R",0,"R",1383967,2,"Z",0,"R",102373,"R",340998,"R",2480,"R",445851,"R",5600,"R",71621,"R",77221,"R",1907039,1907039
412173,2 ,2,"R",397,"R",30,"R",24,"R",54,"R",92,"R",7,"R",0,"R",458,"R",146,"R",604,"R",300,"R",302,"R",602,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
412599,2 ,2,"R",998,"R",0,"R",0,"R",0,"R",0,"R",13,"R",0,"R",1011,"R",0,"R",1011,"R",15,"R",0,"R",15,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
413413,1 ,1,"A",,"R",198821,"R",78,"A",,"R",55465,"A",,"R",70777,"A",,"R",325141,"R",325141,"A",,"R",5271503,"R",5271503,1,"R",0,"R",3645,"R",0,"R",818585,1,"R",173313,"R",114679,"R",806478,"R",172505,"R",1093662,"R",0,"R",18649,"R",18649,"R",2104209,1930896
413617,1 ,2,"R",27362,"R",0,"R",1,"R",5638,"R",0,"R",25,"R",0,"R",33025,"R",1,"R",33026,"R",11492,"R",194,"R",11686,1,"R",47,"R",400,"R",0,"R",184560,1,"R",75002,"R",59154,"R",13265,"R",8945,"R",81364,"R",0,"R",57943,"R",57943,"R",398869,323867
413626,1 ,2,"R",9413,"R",7085,"R",36441,"R",950,"R",31,"R",11,"R",27007,"R",10374,"R",70564,"R",80938,"R",1095,"R",1397,"R",2492,1,"R",33,"R",55,"R",0,"R",73028,1,"R",21365,"R",2507,"R",7556,"R",7206,"R",17269,"R",0,"R",1995,"R",1995,"R",113657,92292
413680,2 ,2,"R",50,"R",100,"R",0,"R",200,"R",0,"R",95,"R",0,"R",345,"R",100,"R",445,"R",125,"R",12,"R",137,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
413802,1 ,2,"R",110,"Z",0,"Z",0,"R",0,"R",17,"R",0,"R",0,"R",110,"R",17,"R",127,"R",40,"R",698,"R",738,2,"A",,"A",,"R",0,"R",59982,1,"R",29413,"R",12100,"R",5000,"R",0,"R",17100,"R",0,"R",1531,"R",1531,"R",108026,78613
414461,1 ,2,"R",3820,"R",0,"R",7,"R",785,"R",166,"R",74,"R",85,"R",4679,"R",258,"R",4937,"R",3030,"R",2176,"R",5206,1,"R",0,"R",0,"R",2,"R",128181,2,"Z",0,"R",5800,"R",1910,"R",4182,"R",11892,"R",0,"R",5334,"R",5334,"R",145407,145407
414823,1 ,2,"R",10775,"R",303252,"R",62,"R",1195,"R",30278,"R",48,"R",39677,"R",12018,"R",373269,"R",385287,"R",1555,"R",668822,"R",670377,1,"R",70,"R",18,"R",0,"R",260751,1,"R",72545,"R",3864,"R",72693,"R",4304,"R",80861,"R",0,"R",2940,"R",2940,"R",417097,344552
414911,1 ,2,"R",14765,"R",214595,"R",38,"R",1408,"Z",0,"Z",0,"Z",0,"R",16173,"R",214633,"R",230806,"R",2534,"R",5678,"R",8212,1,"R",105,"R",23,"R",1,"R",164008,1,"R",65354,"R",19900,"R",88000,"R",4708,"R",112608,"R",0,"R",1500,"R",1500,"R",343470,278116
414939,2 ,2,"R",110,"R",172352,"R",0,"R",21,"R",0,"R",0,"R",0,"R",131,"R",172352,"R",172483,"R",110,"R",244,"R",354,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
414966,1 ,2,"R",80392,"R",1491,"R",66,"R",3027,"R",0,"R",0,"R",0,"R",83419,"R",1557,"R",84976,"R",3614,"R",752,"R",4366,1,"R",167,"R",476,"R",0,"R",232419,1,"R",83584,"R",37550,"R",79495,"R",0,"R",117045,"R",1325,"R",33864,"R",35189,"R",468237,384653
416801,1 ,2,"R",13978,"R",100791,"R",121,"R",365,"R",0,"R",461,"R",16930,"R",14804,"R",117842,"R",132646,"R",1237,"R",253631,"R",254868,1,"R",2524,"R",2078,"R",0,"R",2739170,1,"R",674022,"R",16680,"R",2447239,"R",25934,"R",2489853,"R",17458,"R",437972,"R",455430,"R",6358475,5684453
417327,2 ,2,"R",949,"Z",0,"R",133,"R",23,"R",12875,"R",9,"Z",0,"R",981,"R",13008,"R",13989,"R",84,"R",89,"R",173,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
417734,2 ,1,"A",,"R",11,"R",5,"A",,"R",685,"A",,"R",3174,"A",,"R",3875,"R",3875,"A",,"R",3727,"R",3727,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
417752,2 ,2,"R",13112,"R",5680,"R",14,"R",59,"R",1416,"R",0,"R",0,"R",13171,"R",7110,"R",20281,"R",354,"R",966,"R",1320,1,"R",1,"R",1,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
418126,1 ,2,"R",6145,"R",40,"R",0,"R",535,"R",19,"R",11,"R",8,"R",6691,"R",67,"R",6758,"R",6083,"R",42,"R",6125,2,"A",,"A",,"R",1,"R",40100,1,"R",12911,"R",8500,"R",8500,"R",6500,"R",23500,"R",96200,"R",16800,"R",113000,"R",189511,176600
419341,2 ,2,"R",1823,"R",3,"R",1,"R",28,"Z",0,"Z",0,"Z",0,"R",1851,"R",4,"R",1855,"R",26,"R",1,"R",27,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
420024,2 ,2,"R",994,"R",294678,"R",47,"R",96,"R",2754,"R",35,"R",76828,"R",1125,"R",374307,"R",375432,"R",84,"R",2339,"R",2423,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
420246,1 ,2,"R",5395,"R",410,"R",21,"R",255,"R",700,"R",35,"R",1800,"R",5685,"R",2931,"R",8616,"R",2455,"R",32454,"R",34909,1,"R",198,"R",1461,"R",0,"R",103000,1,"R",20000,"R",6000,"R",165000,"R",8000,"R",179000,"R",500,"R",2500,"R",3000,"R",305000,285000
420325,2 ,2,"R",15220,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15220,"R",0,"R",15220,"R",0,"R",0,"R",0,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
420398,1 ,2,"R",21722,"R",237659,"R",211,"R",6229,"R",196640,"R",38,"R",97523,"R",27989,"R",532033,"R",560022,"R",9333,"R",63555,"R",72888,1,"R",199,"R",100,"R",0,"R",646800,2,"Z",0,"R",18537,"R",348763,"R",1000,"R",368300,"R",0,"R",26585,"R",26585,"R",1041685,1041685
420431,1 ,2,"R",37764,"R",658056,"R",252,"R",3147,"R",8858,"R",113,"R",83310,"R",41024,"R",750476,"R",791500,"R",2794,"R",28832,"R",31626,1,"R",32,"R",3,"R",1,"R",169887,1,"R",38937,"R",21442,"R",16831,"R",0,"R",38273,"R",0,"R",6757,"R",6757,"R",253854,214917
420440,1 ,2,"R",15234,"R",100,"R",29,"R",1670,"R",0,"R",6,"R",0,"R",16910,"R",129,"R",17039,"R",6334,"R",100,"R",6434,1,"R",1947,"R",281,"R",0,"R",139375,1,"R",63080,"R",17902,"R",32002,"R",0,"R",49904,"R",0,"R",4472,"R",4472,"R",256831,193751
420538,1 ,2,"R",19008,"R",311883,"R",19,"R",2341,"R",42582,"R",65,"R",44698,"R",21414,"R",399182,"R",420596,"R",3328,"R",578,"R",3906,1,"R",0,"R",9,"R",0,"R",144799,2,"Z",0,"R",7837,"R",47087,"R",0,"R",54924,"R",0,"R",8720,"R",8720,"R",208443,208443
420556,1 ,2,"R",14229,"R",32,"R",35,"R",2481,"Z",0,"R",13,"Z",0,"R",16723,"R",67,"R",16790,"R",2990,"R",812,"R",3802,1,"R",1032,"R",483,"R",1,"R",88784,1,"R",36442,"R",4200,"R",22983,"R",5317,"R",32500,"R",1260,"R",5055,"R",6315,"R",164041,127599
420705,2 ,2,"R",4700,"R",4850,"R",62,"R",0,"R",5000,"R",0,"R",0,"R",4700,"R",9912,"R",14612,"R",5,"R",1570,"R",1575,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
420723,1 ,2,"R",4667,"R",2,"R",49,"R",790,"R",312,"R",70,"R",1299,"R",5527,"R",1662,"R",7189,"R",847,"R",535,"R",1382,1,"R",167,"R",183,"R",0,"R",69332,1,"R",29820,"R",5170,"R",21430,"R",0,"R",26600,"R",0,"R",0,"R",0,"R",125752,95932
421513,2 ,2,"R",24000,"R",123908,"R",0,"R",233,"R",0,"R",0,"R",0,"R",24233,"R",123908,"R",148141,"R",7,"R",2732,"R",2739,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
421708,2 ,1,"A",,"R",158788,"R",5,"A",,"R",220,"A",,"R",28969,"A",,"R",187982,"R",187982,"A",,"R",12043,"R",12043,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
421832,1 ,2,"R",10819,"R",25000000,"R",34,"R",3508,"R",0,"R",57,"R",15534,"R",14384,"R",25015568,"R",25029952,"R",5639,"R",398,"R",6037,1,"R",0,"R",0,"R",1,"R",77136,2,"Z",0,"R",509,"R",22085,"R",1858,"R",24452,"R",0,"R",0,"R",0,"R",101588,101588
421841,2 ,2,"R",3090,"R",0,"R",0,"R",392,"R",0,"R",0,"R",0,"R",3482,"R",0,"R",3482,"R",185,"R",0,"R",185,1,"R",0,"R",1,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
421878,2 ,2,"R",14500,"R",105000,"R",2,"R",290,"R",2250,"R",5,"R",2140,"R",14795,"R",109392,"R",124187,"R",4850,"R",6,"R",4856,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
422695,2 ,2,"R",1200,"R",2600,"R",3,"R",26,"R",2080,"R",3,"R",1,"R",1229,"R",4684,"R",5913,"R",575,"R",150,"R",725,1,"R",3,"R",3,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
423643,1 ,2,"R",7102,"R",23470,"R",117,"R",93,"R",2212,"R",43,"R",21192,"R",7238,"R",46991,"R",54229,"R",5881,"R",206100,"R",211981,1,"R",208,"R",4595,"R",0,"R",406531,2,"Z",0,"R",59089,"R",1171130,"R",20185,"R",1250404,"R",0,"R",62165,"R",62165,"R",1719100,1719100
423652,1 ,2,"R",7761,"R",187788,"R",85,"R",2485,"R",40248,"R",32,"R",1,"R",10278,"R",228122,"R",238400,"R",2107,"R",2627,"R",4734,1,"R",109,"R",172,"R",0,"R",83065,1,"R",35526,"R",14746,"R",23731,"R",700,"R",39177,"R",498,"R",17756,"R",18254,"R",176022,140496
425250,2 ,2,"R",0,"R",52000,"R",7,"R",30,"Z",0,"R",0,"Z",0,"R",30,"R",52007,"R",52037,"R",0,"R",10,"R",10,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
427982,2 ,2,"R",402,"R",294678,"R",47,"R",13,"R",2754,"R",190,"R",76828,"R",605,"R",374307,"R",374912,"R",16,"R",7,"R",23,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
428170,2 ,1,"A",,"R",155000,"R",58,"A",,"R",0,"A",,"R",0,"A",,"R",155058,"R",155058,"A",,"R",2500,"R",2500,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
428392,1 ,2,"R",6316,"R",53,"R",100,"R",788,"R",36009,"R",20,"R",0,"R",7124,"R",36162,"R",43286,"R",1926,"R",17200,"R",19126,1,"R",415,"R",83,"R",0,"R",279288,1,"R",100117,"R",15000,"R",63000,"R",12550,"R",90550,"R",0,"R",0,"R",0,"R",469955,369838
429085,2 ,2,"R",2900,"Z",0,"R",4,"R",160,"Z",0,"R",0,"Z",0,"R",3060,"R",4,"R",3064,"R",118,"R",1,"R",119,1,"R",14,"R",28,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
429094,2 ,2,"R",7275,"Z",0,"R",2,"R",455,"Z",0,"R",5,"Z",0,"R",7735,"R",2,"R",7737,"R",7543,"R",1700,"R",9243,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
429128,2 ,2,"R",0,"R",1000,"Z",0,"R",100,"R",1000,"R",0,"R",0,"R",100,"R",2000,"R",2100,"R",70,"R",1050,"R",1120,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
430485,2 ,2,"R",1520,"R",4000,"R",18,"R",107,"R",4203,"R",0,"R",0,"R",1627,"R",8221,"R",9848,"R",106,"R",6,"R",112,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
430670,1 ,2,"R",7500,"R",18044,"R",19,"R",219,"R",0,"R",119,"R",1548,"R",7838,"R",19611,"R",27449,"R",1911,"R",9349,"R",11260,1,"R",3,"R",1832,"R",0,"R",115009,1,"R",36864,"R",2300,"R",330621,"R",6514,"R",339435,"R",8715,"R",17850,"R",26565,"R",517873,481009
430704,2 ,2,"R",4202,"R",50,"R",4,"R",221,"R",0,"R",41,"R",6300,"R",4464,"R",6354,"R",10818,"R",416,"R",1235,"R",1651,1,"R",1,"R",2,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
430935,2 ,2,"R",826,"R",172,"R",16,"R",160,"R",217,"R",2,"R",0,"R",988,"R",405,"R",1393,"R",189,"R",385,"R",574,1,"R",2,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
431141,1 ,2,"R",11650,"R",25030655,"R",3923,"R",6412,"R",90453787,"R",8959,"R",117308207,"R",27021,"R",232796572,"R",232823593,"R",4406,"R",6987355,"R",6991761,1,"R",100,"R",300,"R",3,"R",610918,1,"R",18111,"R",12985,"R",29302,"R",2536,"R",44823,"R",400,"R",10582,"R",10982,"R",684834,666723
431929,2 ,2,"R",3083,"R",82889,"R",65,"R",198,"R",0,"R",66,"R",168754,"R",3347,"R",251708,"R",255055,"R",1539,"R",1696,"R",3235,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
431983,2 ,2,"R",16000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16000,"R",0,"R",16000,"R",0,"R",0,"R",0,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
432348,1 ,2,"R",50576,"R",20605,"R",20,"R",91331,"R",0,"R",370,"R",0,"R",142277,"R",20625,"R",162902,"R",1428,"R",459,"R",1887,1,"R",113,"R",15,"R",0,"R",184419,2,"Z",0,"R",6625,"R",299249,"R",0,"R",305874,"R",0,"R",42609,"R",42609,"R",532902,532902
432384,2 ,2,"R",4260,"R",145065,"R",130,"R",5,"R",0,"R",10,"R",0,"R",4275,"R",145195,"R",149470,"R",67,"R",150,"R",217,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
432524,2 ,2,"R",12266,"R",482,"R",4,"R",929,"R",0,"R",68,"R",0,"R",13263,"R",486,"R",13749,"R",1826,"R",314,"R",2140,1,"R",66,"R",21,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
433004,1 ,2,"R",1000,"R",0,"R",3,"R",79,"R",0,"R",20,"R",0,"R",1099,"R",3,"R",1102,"R",646,"R",3216,"R",3862,1,"R",0,"R",0,"R",1,"R",90829,2,"Z",0,"R",3238,"R",24449,"R",0,"R",27687,"R",0,"R",324,"R",324,"R",118840,118840
433013,2 ,2,"R",1000,"R",158851,"R",110,"Z",0,"R",6208,"Z",0,"R",112139,"R",1000,"R",277308,"R",278308,"R",650,"R",368,"R",1018,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
433174,1 ,2,"R",13680,"R",688,"R",105,"R",120,"Z",0,"R",1350,"R",2082,"R",15150,"R",2875,"R",18025,"R",266,"R",7156,"R",7422,1,"R",216,"R",602,"R",1,"R",0,2,"Z",0,"R",4000,"R",135000,"R",7000,"R",146000,"R",0,"R",0,"R",0,"R",146000,146000
433387,1 ,1,"A",,"R",447984,"R",37,"A",,"R",51671,"A",,"R",45727,"A",,"R",545419,"R",545419,"A",,"R",657122,"R",657122,1,"R",0,"R",1648,"R",0,"R",163808,2,"Z",0,"R",60727,"R",417603,"R",187868,"R",666198,"R",0,"R",27306,"R",27306,"R",857312,857312
433420,2 ,1,"A",,"Z",0,"R",145,"A",,"R",10,"A",,"R",0,"A",,"R",155,"R",155,"A",,"R",1680,"R",1680,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
433536,2 ,2,"R",30,"R",200618,"R",109,"R",127,"R",54478,"R",28,"R",74349,"R",185,"R",329554,"R",329739,"R",0,"R",213724,"R",213724,1,"R",0,"R",1,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
