varnumber,varname,codevalue,valuelabel,frequency,percent
10886,CONFNO4,189,North Coast Athletic Conference,9,0.14
10886,CONFNO4,365,North Eastern Athletic Conference,10,0.16
10886,CONFNO4,373,North Star Athletic Association,7,0.11
10886,CONFNO4,153,Northeast 10 Conference,15,0.24
10886,CONFNO4,125,Northeast Conference,10,0.16
10886,CONFNO4,359,Northern Athletics Conference,13,0.2
10886,CONFNO4,155,Northern Sun Intercollegiate Conference,16,0.25
10886,CONFNO4,205,Northwest Conference,8,0.13
10886,CONFNO4,191,Ohio Athletic Conference,10,0.16
10886,CONFNO4,126,Ohio Valley Conference,12,0.19
10886,CONFNO4,192,Old Dominion Athletic Conference,13,0.2
10886,CONFNO4,156,Pacific West Conference,12,0.19
10886,CONFNO4,127,Pacific-12 Conference,17,0.27
10886,CONFNO4,128,Patriot League,10,0.16
10886,CONFNO4,157,Peach Belt Conference,11,0.17
10886,CONFNO4,193,Pennsylvania Athletic Conference,2,0.03
10886,CONFNO4,158,Pennsylvania State Athletic Conference,17,0.27
10886,CONFNO4,194,Presidents' Athletic Conference,9,0.14
10886,CONFNO4,353,Red River Athletic Conference,7,0.11
10886,CONFNO4,374,River States,11,0.17
10886,CONFNO4,159,Rocky Mountain Athletic Conference,16,0.25
10886,CONFNO4,196,Skyline Conference,12,0.19
10886,CONFNO4,340,Sooner Athletic Conference,10,0.16
10886,CONFNO4,160,South Atlantic Conference,12,0.19
10886,CONFNO4,130,Southeastern Conference,15,0.24
10886,CONFNO4,368,Southern Athletic Association,8,0.13
10886,CONFNO4,197,Southern California Intercollegiate Athletic Conference,12,0.19
10886,CONFNO4,198,Southern Collegiate Athletic Conference,10,0.16
10886,CONFNO4,131,Southern Conference,9,0.14
10886,CONFNO4,161,Southern Intercollegiate Athletic Conference,12,0.19
10886,CONFNO4,334,Southern States Athletic Conference,10,0.16
10886,CONFNO4,132,Southland Conference,13,0.2
10886,CONFNO4,133,Southwestern Athletic Conference,10,0.16
10886,CONFNO4,195,St. Louis Intercollegiate Athletic Conference,9,0.14
10886,CONFNO4,199,State University of New York Athletic Conference,10,0.16
10886,CONFNO4,134,Sun Belt Conference,12,0.19
10886,CONFNO4,162,Sunshine State Conference,8,0.13
10886,CONFNO4,120,The Summit League,8,0.13
10886,CONFNO4,317,TranSouth Athletic Conference,1,0.02
10886,CONFNO4,171,USA South Athletic Conference,18,0.28
10886,CONFNO4,200,University Athletic Association,8,0.13
10886,CONFNO4,354,Upper Midwest Athletic Conference,8,0.13
10886,CONFNO4,201,Upstate Collegiate Athletic Association,9,0.14
10886,CONFNO4,136,West Coast Conference,9,0.14
10886,CONFNO4,163,West Virginia Intercollegiate Athletic Conference,1,0.02
10886,CONFNO4,137,Western Athletic Conference,9,0.14
10886,CONFNO4,202,Wisconsin Intercollegiate Athletic Conference,9,0.14
10886,CONFNO4,307,Wolverine-Hoosier Athletic Conference,11,0.17
10886,CONFNO4,342,Other,6,0.09
10886,CONFNO4,-1,Not reported,5,0.08
10886,CONFNO4,-2,Not applicable,"5,040",79.22
